0,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
-0.693147,0,0,-1.38629,
0,0,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,-0.693147,0,-1.38629,
0,0,0,-1.38629,
-0.693147,-1.38229e-16,-3.08679e-21,-1.38629,
-0.693147,-4.63636e-17,-4.95607e-21,-1.38629,
-0.693147,-8.44196e-17,8.95587e-21,-1.38629,
-0.693147,-9.29151e-17,-2.88235e-22,-1.38629,
-0.693147,-7.71582e-17,1.30447e-20,-1.38629,
-0.693147,-5.5007e-17,1.08562e-20,-1.38629,
-0.693147,-8.39724e-17,1.80104e-20,-1.38629,
-0.693147,-6.4768e-17,1.11451e-20,-1.38629,
-0.693147,-9.84296e-17,-8.1479e-21,-1.38629,
-0.693147,-1.10243e-16,2.10798e-21,-1.38629,
-0.693147,-6.20632e-17,-1.98901e-21,-1.38629,
-0.693147,-1.31704e-16,-4.81452e-21,-1.38629,
-0.693147,-1.11452e-16,5.05198e-21,-1.38629,
-0.693147,-1.33907e-16,-7.13471e-21,-1.38629,
-0.693147,-9.10133e-17,2.11311e-21,-1.38629,
-0.693147,-1.03262e-16,-1.59149e-20,-1.38629,
-0.693147,-1.15237e-16,-9.96394e-22,-1.38629,
-0.693147,-7.4334e-17,-8.48068e-21,-1.38629,
-0.693147,-1.07421e-16,8.60424e-21,-1.38629,
0,0,0,-1.38629,
0,-0.693147,2.67594,1.28565,
0.599379,-0.693147,0.89088,0.0775158,
0.583903,-0.693147,1.22619,-0.0122746,
0.819187,-0.693147,-0.724934,0.141787,
0.726234,-0.693147,0.914068,-1.28139,
0.558182,-0.693147,1.30098,-0.995547,
0.456338,-0.693147,1.67219,-0.431273,
0.438262,-0.693147,1.07754,-1.16135,
0.680478,-0.693147,-1.90746,0.376072,
0.621409,-0.693147,0.399838,0.206421,
0.503801,-0.693147,1.19907,0.430648,
0.425375,-0.693147,1.28105,-0.973814,
0.536216,-0.693147,0.346478,-1.653,
0.56134,-0.693147,1.65988,-1.49391,
0.506578,-0.693147,0.987754,-0.964411,
0.570666,-0.693147,0.0404422,-1.41287,
0.574084,-0.693147,1.83672,-0.711676,
