2.68624e-08,4.72832e-06,0.000118192,0.0008098,0.00187671,0.00159592,0.000583379,8.26501e-05,2.5229e-06,2.30141e-08,4.84311e-06,0.0008656,0.0218186,0.147007,0.323447,0.277625,0.11216,0.0146779,0.000752927,5.74239e-06,0.000127237,0.0229965,0.571266,3.63686,7.6749,7.23837,2.85791,0.420606,0.0211488,6.13662e-05,0.000962669,0.172088,4.02984,23.8937,53.0486,51.1193,18.802,2.67473,0.0631018,8.26326e-05,0.0026365,0.44192,9.58596,58.5494,135.998,119.394,40.1079,3.49307,0.0482032,7.648e-05,0.00266012,0.418394,9.56675,62.3079,133.734,103.025,25.4431,1.57246,0.0247128,4.4842e-05,0.000986015,0.175354,4.23223,25.5785,46.1594,27.2095,5.21915,0.344241,0.00546965,7.13488e-06,0.00015986,0.0284914,0.592173,3.00854,4.11765,1.87516,0.367588,0.024806,0.000308368,3.0221e-07,6.89517e-06,0.000873983,0.0167273,0.0709844,0.0673497,0.0295561,0.00653708,0.000368123,3.60637e-06,2.94294e-09,1.79885e-08,2.60877e-06,5.46561e-05,0.000135227,0.0001024,6.10668e-05,1.18636e-05,5.19435e-07,4.23189e-09,3.06702e-12,
4.44646e-08,7.71538e-06,0.000189216,0.00126736,0.00288244,0.00239932,0.000824857,0.00013378,6.61756e-06,6.83052e-08,7.76259e-06,0.00133409,0.0320808,0.206826,0.44526,0.373607,0.154402,0.0257565,0.00136901,1.08513e-05,0.000192735,0.0325425,0.755982,4.6031,9.53389,8.82654,3.87147,0.601256,0.0330868,0.000157335,0.00131497,0.213544,4.64236,26.2639,55.3588,54.1504,21.5449,3.48334,0.13005,0.000300844,0.00305053,0.463163,9.41495,53.8254,118.718,108.922,42.1534,4.97814,0.0977926,0.000184655,0.00273809,0.438335,10.1368,62.0898,125.121,102.527,28.3745,2.07536,0.0373413,8.22343e-05,0.00148366,0.279064,6.482,33.0279,51.3178,28.0534,4.97731,0.336657,0.00542525,7.09136e-06,0.000392327,0.0681064,1.21398,4.06137,3.85133,1.28454,0.221838,0.0139064,0.000157422,1.42865e-07,1.55599e-05,0.00203943,0.0252456,0.0579205,0.0310718,0.0102407,0.00212938,0.000106881,9.49695e-07,7.27567e-10,2.95028e-08,3.15269e-06,3.15928e-05,4.42207e-05,1.9529e-05,1.06474e-05,1.80037e-06,6.9634e-08,5.24407e-10,3.65242e-13,
3.99456e-08,6.90956e-06,0.000168414,0.00111528,0.00249016,0.00202204,0.000665428,9.77617e-05,4.3037e-06,3.95965e-08,6.97853e-06,0.00119511,0.0285368,0.181776,0.384808,0.313686,0.120656,0.018384,0.000879996,6.45695e-06,0.000174131,0.029385,0.681415,4.13959,8.50917,7.59918,3.16529,0.45893,0.022988,0.000113271,0.00120732,0.198062,4.36577,25.0595,52.7197,50.9734,19.9768,3.0665,0.129111,0.000400034,0.00291269,0.453048,9.37548,53.5637,117.848,109.363,43.1113,5.64911,0.12626,0.000252465,0.00298174,0.493116,11.2478,66.6086,131.464,108.009,30.7158,2.33621,0.0439082,0.000107451,0.00176541,0.308128,6.82894,33.0237,48.992,25.9121,4.60834,0.320968,0.00500188,6.16939e-06,0.000374455,0.0564928,0.909507,2.92075,2.5626,0.783149,0.12877,0.00766163,8.20607e-05,7.04834e-08,5.5934e-06,0.000793891,0.012294,0.0313654,0.0146264,0.00341234,0.000646117,3.14029e-05,2.7106e-07,2.01096e-10,5.36269e-09,9.21285e-07,1.33383e-05,2.10579e-05,5.37562e-06,1.62288e-06,2.60628e-07,9.91555e-09,7.33548e-11,4.98991e-14,
3.816e-08,6.59463e-06,0.00016044,0.00105868,0.00234875,0.00188696,0.000607648,8.57377e-05,3.62746e-06,3.20817e-08,6.66592e-06,0.00114013,0.0271545,0.172149,0.361473,0.289949,0.107836,0.0158195,0.000732279,5.20068e-06,0.000166475,0.0280689,0.649639,3.93182,8.01031,6.99079,2.82263,0.3977,0.0191086,9.24334e-05,0.00116036,0.190887,4.22243,24.2864,50.7247,48.3627,18.6606,2.75008,0.116123,0.000386186,0.00285773,0.44907,9.36512,53.5569,118.032,110.288,43.7055,5.9902,0.143321,0.000295145,0.00321793,0.535308,12.0562,70.2164,137.271,112.439,32.1793,2.49468,0.0484256,0.000124907,0.00180711,0.31271,6.77205,31.5786,45.5767,23.7463,4.23951,0.296556,0.00448675,5.33482e-06,0.000310634,0.0422942,0.667825,2.24387,1.91586,0.544488,0.0826439,0.0046975,4.93328e-05,4.19152e-08,2.51219e-06,0.000429387,0.00823326,0.0227168,0.00995239,0.0016802,0.000266005,1.25404e-05,1.07572e-07,7.96558e-11,2.42466e-09,5.62132e-07,9.40684e-06,1.52905e-05,3.09288e-06,4.52707e-07,6.44871e-08,2.42938e-09,1.79466e-11,1.22047e-14,
3.76458e-08,6.5025e-06,0.000158044,0.00104095,0.00230205,0.00183896,0.000584826,8.08512e-05,3.36864e-06,2.9135e-08,6.57524e-06,0.0011238,0.0267273,0.169009,0.353306,0.280722,0.102515,0.0147837,0.000674671,4.67876e-06,0.000164236,0.0276701,0.639464,3.85988,7.81659,6.72517,2.66902,0.371645,0.0174435,8.30397e-05,0.00114699,0.188798,4.17863,24.0161,49.8131,46.9403,17.9128,2.57768,0.107266,0.000362947,0.00284384,0.448238,9.37095,53.5976,118.259,110.847,43.9773,6.17965,0.154311,0.000322906,0.0033513,0.557369,12.4745,72.2392,141.032,115.417,33.0488,2.58736,0.0512549,0.000134823,0.00179351,0.312849,6.64769,30.1814,42.8166,22.1357,3.95133,0.276024,0.00410456,4.77853e-06,0.000258291,0.0335105,0.53802,1.89531,1.60285,0.435923,0.0614314,0.00333742,3.45677e-05,2.9234e-08,1.60357e-06,0.000314901,0.00676145,0.0193084,0.00826501,0.00114475,0.000148241,6.67938e-06,5.68465e-08,4.20471e-11,1.79263e-09,4.68604e-07,8.14464e-06,1.32282e-05,2.47986e-06,2.15963e-07,2.51968e-08,9.28839e-10,6.84044e-12,4.65019e-15,
3.76402e-08,6.4991e-06,0.000157849,0.00103836,0.00229162,0.00182429,0.000575565,7.86204e-05,3.25697e-06,2.77273e-08,6.57349e-06,0.00112288,0.0266781,0.168408,0.351081,0.277287,0.100121,0.0143168,0.000648603,4.40717e-06,0.000164191,0.0276444,0.638122,3.84451,7.75507,6.61039,2.5969,0.359867,0.0166124,7.81274e-05,0.00114768,0.188902,4.18015,23.999,49.5106,46.2473,17.5265,2.48649,0.101991,0.000347605,0.00284798,0.448996,9.38983,53.6757,118.462,111.136,44.055,6.2966,0.162557,0.00034535,0.00340836,0.566441,12.6517,73.2274,143.278,117.362,33.5752,2.64101,0.0528763,0.000139427,0.00178038,0.312337,6.5365,29.1308,40.8601,21.0277,3.74571,0.261087,0.00384508,4.42094e-06,0.000225334,0.0286612,0.468814,1.70121,1.43264,0.378486,0.0503509,0.00263239,2.69165e-05,2.26482e-08,1.24763e-06,0.0002647,0.00598136,0.0173738,0.00736436,0.000906796,9.95875e-05,4.28291e-06,3.61149e-08,2.666e-11,1.52867e-09,4.18134e-07,7.38559e-06,1.20149e-05,2.18949e-06,1.4009e-07,1.31516e-08,4.70497e-10,3.44893e-12,2.34283e-15,
3.7795e-08,6.52388e-06,0.000158362,0.00104074,0.00229358,0.00182186,0.000571892,7.75207e-05,3.20507e-06,2.69538e-08,6.59986e-06,0.00112688,0.0267521,0.168665,0.350986,0.276171,0.098981,0.0140886,0.000635411,4.24364e-06,0.00016484,0.0277384,0.639706,3.84891,7.74486,6.56125,2.56108,0.354233,0.0161471,7.52404e-05,0.00115266,0.189678,4.19592,24.0698,49.4701,45.9249,17.3356,2.43806,0.0988578,0.000338737,0.00285783,0.450337,9.41553,53.7832,118.661,111.288,44.0274,6.37077,0.16919,0.000365814,0.00342532,0.568969,12.7071,73.6546,144.591,118.644,33.9087,2.67308,0.0537864,0.000141254,0.00177153,0.311653,6.45111,28.3932,39.5179,20.2809,3.60441,0.250806,0.00367375,4.19181e-06,0.000205046,0.0258767,0.429193,1.58398,1.33039,0.343877,0.0438495,0.00222697,2.25199e-05,1.88477e-08,1.06997e-06,0.000236706,0.005474,0.0160713,0.00677307,0.000769734,7.49357e-05,3.10349e-06,2.59538e-08,1.91157e-11,1.36557e-09,3.80594e-07,6.81005e-06,1.11473e-05,2.00284e-06,1.0608e-07,8.25377e-09,2.86736e-10,2.09211e-12,1.4199e-15,
3.79706e-08,6.55264e-06,0.000158991,0.0010441,0.0022986,0.00182337,0.000570578,7.69459e-05,3.17939e-06,2.64953e-08,6.62999e-06,0.00113163,0.0268484,0.169115,0.351508,0.275957,0.0984135,0.0139686,0.000628197,4.13903e-06,0.000165581,0.0278509,0.641841,3.85812,7.75185,6.54096,2.5422,0.351394,0.0158706,7.34398e-05,0.00115798,0.1905,4.21278,24.1539,49.5207,45.7801,17.2448,2.41257,0.09699,0.000333722,0.00286757,0.45167,9.44136,53.8991,118.856,111.388,43.9617,6.4161,0.174383,0.000384118,0.00342518,0.568725,12.7087,73.8027,145.351,119.49,34.1284,2.69351,0.0543232,0.000141908,0.00176533,0.311009,6.38969,27.8866,38.6029,19.7786,3.50842,0.243831,0.00356046,4.04286e-06,0.000192271,0.0241851,0.404962,1.50888,1.26463,0.321289,0.0397248,0.00197585,1.9804e-05,1.6494e-08,9.67303e-07,0.000218972,0.00511714,0.0151399,0.00635591,0.000680723,6.07739e-05,2.44902e-06,2.03489e-08,1.4956e-11,1.24982e-09,3.51163e-07,6.36037e-06,1.05001e-05,1.8712e-06,8.74649e-08,5.86414e-09,1.98879e-10,1.44561e-12,9.80363e-16,
3.81214e-08,6.57745e-06,0.00015954,0.00104712,0.00230351,0.00182575,0.000570272,7.66329e-05,3.16575e-06,2.62124e-08,6.6559e-06,0.00113575,0.0269336,0.169535,0.35211,0.276072,0.098125,0.0139008,0.000624007,4.07104e-06,0.000166217,0.0279484,0.64374,3.86698,7.76297,6.53356,2.53164,0.349869,0.0157023,7.22964e-05,0.0011624,0.191178,4.22667,24.2262,49.592,45.7178,17.2027,2.39936,0.09588,0.0003308,0.00287523,0.452747,9.4631,54.003,119.028,111.471,43.8996,6.44227,0.178129,0.000398899,0.00341943,0.567583,12.6914,73.8273,145.789,120.047,34.2758,2.70737,0.0546719,0.000142157,0.00176085,0.310506,6.34694,27.5399,37.9764,19.4384,3.44276,0.239062,0.00348443,3.94409e-06,0.000184252,0.023131,0.389702,1.45955,1.22107,0.306113,0.0370069,0.00181346,1.80534e-05,1.49755e-08,9.05769e-07,0.000207647,0.00486979,0.0144825,0.0060632,0.000621246,5.20965e-05,2.05919e-06,1.70285e-08,1.24936e-11,1.17203e-09,3.29758e-07,6.03029e-06,1.00349e-05,1.7793e-06,7.63467e-08,4.56462e-09,1.51984e-10,1.10167e-12,7.46647e-16,
3.82396e-08,6.59692e-06,0.000159971,0.00104951,0.00230748,0.00182796,0.000570355,7.64557e-05,3.15781e-06,2.60293e-08,6.67621e-06,0.00113898,0.0270007,0.169871,0.352624,0.276277,0.0979747,0.01386,0.000621393,4.02591e-06,0.000166716,0.0280248,0.645235,3.87412,7.77349,6.5317,2.52544,0.348979,0.0155948,7.15357e-05,0.00116578,0.191689,4.23711,24.2819,49.6587,45.6943,17.1835,2.39202,0.0951791,0.000328902,0.00288069,0.453531,9.47976,54.0873,119.171,111.546,43.8545,6.45776,0.180718,0.000409919,0.00341323,0.566397,12.6712,73.8055,146.042,120.41,34.3756,2.71699,0.054898,0.000142193,0.00175713,0.310106,6.31746,27.302,37.5445,19.2068,3.39788,0.235807,0.00343329,3.8782e-06,0.000178655,0.022417,0.379364,1.42597,1.19118,0.295531,0.0351736,0.00170652,1.69058e-05,1.39797e-08,8.61621e-07,0.00019921,0.00469038,0.0140158,0.0058561,0.000580711,4.65897e-05,1.81789e-06,1.49834e-08,1.09781e-11,1.10929e-09,3.13739e-07,5.79135e-06,9.70309e-06,1.71503e-06,6.93863e-08,3.81062e-09,1.25211e-10,9.05881e-13,6.13666e-16,
